993	 "Funke Internet Services"	0
20	 "KT Corporation (Korea Telecom)"	2
570	 "CBS Interactive"	0
335	 "TWDX IP"	0
764	 "CDNetworks Inc."	0
293	 "American Internet Services, LLC"	0
755	 "Reliance Communications"	0
354	 "CI-Net Limited"	0
115	 "M6 Web"	7
110	 "Azuria"	4
856	 "Wi-Manx Limited"	2
582	 "Digiweb"	2
801	 "Casablanca INT s.r.o."	4
244	 "SupraNet Communications, Inc."	0
798	 "Vodafone Group Services GmbH"	4
342	 "Intercom s.r.l."	1
842	 "Magic OnLine"	0
264	 "Level 3 AS 3356"	0
796	 "Alaska Communications Systems Group, Inc."	0
448	 "Six Degrees - Datahop (6DG)"	0
362	 "Ibercom"	0
447	 "Global Radio"	0
396	 "NMMN New Media Markets & Networks IT-Services GmbH"	0
799	 "Dreamscape Networks"	0
532	 "iomart"	2
146	 "Cogent Communications, Inc."	0
61	 "BT"	0
894	 "Community Network Center Inc. (CNCI)"	0
628	 "GHOSTnet GmbH"	0
539	 "IT.Gate"	24
201	 "WiscNet"	4
623	 "Easy Online Solutions, Ltd."	0
49	 "Itility"	0
608	 "ClearIP"	0
182	 "LNTC"	4
749	 "INTERNET MULTIFEED CO."	0
16	 "Webpass"	3
48	 "Zen Internet"	0
674	 "Fusionstorm"	0
536	 "Myspace"	0
373	 "Base IP B.V."	0
461	 "MTN South Africa"	2
807	 "Cooolbox"	1
215	 "Altopia Corporation"	5
437	 "TeleData GmbH"	0
948	 "PIN Hosting Europe"	0
908	 "True Internet Corporation Co., Ltd."	0
893	 "PIRONET NDH Datacenter AG & Co. KG"	9
429	 "Layer 7 Networks"	0
462	 "Unwired"	0
56	 "Orange Business Services North America"	0
587	 "CITIC Telecom CPC Netherlands B.V."	0
962	 "COMCOR"	0
991	 "Zenon N.S.P."	0
176	 "TAS France"	7
896	 "Energia Communications, Inc."	0
731	 "FAT Networks, LLC"	15
589	 "Paltalk"	1
859	 "Sarenet, S.A."	0
414	 "ComX Networks"	0
754	 "IDKOM Networks GmbH"	0
795	 "LightCore a CenturyTel Co."	0
78	 "BSE Software GmbH"	0
943	 "LINKEY"	0
765	 "Caveo Internet BV"	0
747	 "Telfort BV"	4
436	 "Comcast"	0
291	 "Midwest Wireless Holdings LLC"	196
164	 "UNITED COLO GmbH / NGZ-Server.de"	0
763	 "Dial Telecom"	26
15	 "BBC"	0
538	 "Free Software Foundation, Inc."	0
80	 "Pro-Net Internet Services Ltd"	0
677	 "TierPoint Seattle"	0
778	 "TekSavvy Solutions Inc."	0
546	 "Proximus"	0
738	 "Infracom Italia"	0
761	 "Duocast BV"	0
67	 "Telefonica Germany GmbH & Co. OHG (AS13184)"	0
220	 "GoDaddy"	1
114	 "VTX Services SA"	0
693	 "Euronet Communications B.V."	0
214	 "Internet Operating Services LLC"	0
652	 "InfoSpace, Inc."	0
343	 "Vone Services Ltd"	3
410	 "V-Com Openpath"	0
989	 "Filanco AS29076"	0
689	 "Viatel Ltd"	0
774	 "API Digital"	0
218	 "DENIC eG, AS31529"	4
243	 "RTCOMM"	1
91	 "ILAP - Internet Light and Power"	30
189	 "Equinix [former Virtu network - merged into as47886]"	1
231	 "OCCAID"	1
119	 "Telecom Liechtenstein AG"	0
931	 "Trenka Informatik AG"	3
999	 "IC Telecom"	0
746	 "RDNS Networks"	1
482	 "Exponential-e Ltd"	0
610	 "Mesh Digital Ltd"	0
816	 "Northwest Nexus"	2
502	 "NTI"	3
621	 "SUPINFO Global Network"	22
6	 "Cox Communications"	0
670	 "Telia Lietuva, AB"	12
159	 "Secura Hosting Ltd"	0
233	 "Luna.nl B.V."	1
465	 "Media Corporation Plc."	0
369	 "Latisys-Ashburn, LLC"	6
96	 "True B.V."	0
926	 "Monzoon Networks AG"	2
909	 "VIP Group"	0
32	 "Mnet srl"	0
854	 "MIPT-Telecom"	33
185	 "KWAOO, K-NET"	1
562	 "SpaceDump IT AB"	0
994	 "Star-Hosting e.K."	0
519	 "SHRD"	0
513	 "SynergyWorks Internet"	3
530	 "GTT Communications (AS21570)"	1
508	 "Aixit GmbH"	0
1000	 "SIGNAL TELECOM"	0
355	 "SpeedPartner GmbH"	8
87	 "Init7"	0
840	 "RIPE NCC K-Root Operations"	0
126	 "RealConnect, Inc"	14
942	 "Zonamerica"	9
387	 "Liquid Telecommunications"	0
66	 "euNetworks Group"	0
869	 "NewNet plc"	0
564	 "Powerset"	2
287	 "MetroFax"	0
627	 "LeaseWeb Germany / FRA-10"	2
890	 "NetIRD Inc."	19
712	 "Six Degrees Group (ex-UKS)"	1
148	 "Netzquadrat GmbH"	0
694	 "TELECOM ARGENTINA"	132
302	 "Sprint"	1
269	 "Exponential Interactive, Inc."	2
474	 "Someaddress Networks"	0
320	 "FastHost AS"	3
528	 "KHEOPS Organisation"	0
904	 "Gatespeed Broadband"	0
702	 "Diveo"	10
949	 "Vodafone-Ziggo"	1
724	 "GCI Com"	1
902	 "Riksnet AB (Ratt-Internet Kapacitet i Sverige AB)"	0
123	 "Bell Canada (formally Group Telecom)"	0
160	 "MDNX"	0
72	 "TDS Telecom"	22
426	 "Mevershosting.nl"	0
884	 "Equinix Connect - LD Metro"	0
34	 "Pacnet"	0
864	 "TiERA Broadband Operator"	0
996	 "NETWORTH TELECOM"	4
638	 "Inclarity"	0
706	 "Net By Net Holding, LLC"	0
314	 "FiberNet Telecom Group"	0
109	 "rh-tec Business GmbH"	0
319	 "M247 Ltd"	6
831	 "portal-to-web"	2
105	 "Daisy Communications"	0
393	 "Association Gitoyen"	19
252	 "freenet Cityline GmbH"	0
312	 "Thinfactory N.V"	1
464	 "digg.com"	6
818	 "Evolva Telecom SRL"	4
371	 "Microsoft"	3
766	 "Source Cable Ltd."	0
424	 "NedZone Internet BV"	0
118	 "nexellent ag"	20
603	 "Telepacific Wireless , Inc. (formerly Covad Wireless)."	0
898	 "Orange France"	0
656	 "Columbus Networks"	0
822	 "Splio"	0
653	 "Corporate West (Netmagic)"	0
992	 "N2N Technologies"	0
433	 "Witbe"	142
351	 "Ipex"	0
197	 "International Data Group"	0
576	 "Savage Communications Inc."	28
863	 "Mythic Beasts Ltd"	0
310	 "iomart - Asia/Middle East"	0
800	 "WebCentral"	1
871	 "Inticon Pty Ltd"	2
281	 "Frontier Online"	2
175	 "Vodafone Germany"	0
916	 "CSUC"	7
434	 "Lidero Network"	0
955	 "First Colo GmbH"	0
22	 "MCI - MAE.net"	11
946	 "Towerstream Corp"	2
915	 "Persona Communications"	0
585	 "TEAM Technologies"	13
609	 "IDNet"	5
216	 "Sovernet Communications"	0
520	 "Seeweb"	0
128	 "ViaNet Communications"	0
254	 "HGC"	3
27	 "Cambridge Bandwidth Consortium"	88
76	 "ProServe B.V."	3
852	 "HERE Global B.V."	1
221	 "NASA / CSO"	1
935	 "Datagroup PJSC"	0
386	 "One Ring Networks"	6
866	 "Optilian"	0
504	 "Los Nettos"	6
875	 "NetAssist"	3
976	 "Vocus Communications"	3
428	 "Uniserver Internet BV"	9
142	 "Vodafone Global Network"	0
111	 "dataway GmbH"	0
636	 "FreiNet GmbH"	0
914	 "SIL Citycable"	7
851	 "Comvive Servidores"	0
940	 "kyberna AG"	7
853	 "UNET BV"	7
334	 "Nano IT Services AB"	0
187	 "NetUSE AG"	6
644	 "Stream UK"	0
135	 "Softbank Corp. (former Japan Telecom)"	0
248	 "Speedbone GmbH"	0
626	 "DNS:NET Internet Service GmbH"	0
303	 "London Internet Exchange (LINX)"	0
789	 "Amazon.com"	3
223	 "Google LLC"	0
202	 "The Planet Internet Services"	2
286	 "Zayo (Abovenet Communications Inc.)"	164
230	 "BroadbandONE (Host.net)"	8
180	 "EWETel"	0
403	 "No Wires Ltd"	0
459	 "Bayan Telecommunications Inc."	5
167	 "China Telecom"	0
144	 "Titan Networks GmbH"	0
930	 "Nine Internet Solutions AG"	0
876	 "Linkbynet"	0
975	 "Powernet"	1
427	 "XN"	0
173	 "Shaw Cablesystems"	0
748	 "Emory University"	0
826	 "Transnet Internet Services GmbH"	3
793	 "Global Network Managment Ltd"	5
494	 "One Step Consulting Inc"	1
545	 "Clarksys AS11799"	0
672	 "Cutting Edge Communications"	1
813	 "MEDIA LITE SA"	12
368	 "1&1 Versatel Deutschland GmbH"	0
886	 "Equinix Connect - PA Metro"	0
760	 "Turk Telekom"	0
981	 "Sudjam Networks"	7
960	 "AEPROVI"	0
12	 "XO Communications"	0
974	 "HEAnet"	0
341	 "Central Host, Inc."	18
808	 "ATMAN"	0
790	 "Computel Standby BV"	0
421	 "SOLCON"	0
295	 "Lumos"	0
742	 "Staminus Communications"	0
40	 "Wave Datacenters - F/K/A Layer42"	0
311	 "QSC AG Niederlassung Nuernberg"	16
131	 "Bogons"	0
578	 "NUS Gigapop"	2
720	 "PoP-PR - Ponto de Presen"	0
568	 "The UK Grid Network LTD"	2
384	 "TalkTalk"	0
825	 "cyberways GmbH"	14
68	 "Netcetera"	0
566	 "Thus PLC"	0
733	 "Simwood eSMS Limited"	10
132	 "SWITCH"	0
651	 "Cascade Technology Alliance"	0
499	 "AMPATH"	13
422	 "NerdNet"	0
827	 "Global Access Internet Services GmbH"	1
372	 "VitalStream"	0
74	 "Burstfire Networks Ltd"	0
452	 "UnitedLayer LLC"	0
193	 "PriorityColo Inc."	0
635	 "Quasi Networks LTD"	2
781	 "Coretel America, Inc."	1
458	 "OpenDNS, Inc."	11
711	 "MK Netzdienste GmbH & Co. KG"	2
486	 "CacheFly"	0
98	 "Advanced Knowledge Networks"	0
50	 "Sony Computer Entertainment Europe"	0
488	 "Freethought Internet Limited"	0
988	 "FIORD"	0
116	 "Cyberlink"	11
506	 "Fiber Internet Center"	0
535	 "OpenCarrier eG"	1
880	 "LinzNet ISP GmbH"	0
515	 "eircom Ltd"	0
895	 "Adapt"	0
517	 "Centauri Communications"	0
782	 "Viettel"	0
276	 "Net Data Centers, Inc."	0
347	 "Brightview"	3
143	 "1&1 Internet"	0
547	 "HOSTWAY Deutschland GmbH"	0
483	 "Real Hosts Limited"	0
686	 "Coast Media GmbH"	0
616	 "NTT Communications - NTT Singapore"	0
561	 "KDDI"	0
837	 "Ooredoo Qatar formerly Qatar Telecom"	9
137	 "Headlight"	0
897	 "Coreconcept"	0
65	 "RETN"	0
524	 "Magnet Networks"	4
370	 "Internet Initiative Japan Inc. (IIJ)"	0
71	 "Datanet"	0
537	 "Mobile TeleSystems PJSC"	0
453	 "Electronic Arts"	0
3	 "DALnet IRC Network"	17
402	 "Emirates Telecommunications Corporation (Etisalat)"	0
753	 "Academia Sinica Network(ASNet)"	0
574	 "NTT Communications (Global)"	0
100	 "BlueGIX"	4
691	 "iRis Networks"	0
280	 "Assertive Networks"	0
910	 "Awareness Software Limited"	0
394	 "Akhter Computers LTD"	0
7	 "RCN"	6
600	 "BitGravity, Inc."	1
467	 "Hypermedia Systems"	0
300	 "www.funknetz.at MH GmbH"	0
819	 "JARING Communications Sdn Bhd"	0
301	 "Akamai Prolexic DDoS Mitigation"	10
665	 "A1 Telekom Austria AG"	0
630	 "Fubra Limited"	0
671	 "NTCOM Ltd."	10
